Date;Hour;Temperature(°C);Humidity(%);Wind speed (m/s);Visibility (10m);Dew point temperature(°C);Solar Radiation (MJ/m2);Rainfall(mm);Snowfall (cm);Seasons;Holiday;Functioning Day;Rented Bike Count
15.08.2018;12;365;41;11;1807;211;273;0;0;Summer;Holiday;Yes;563
15.08.2018;13;369;39;15;2000;206;246;0;0;Summer;Holiday;Yes;591
15.08.2018;14;372;38;9;1976;205;196;0;0;Summer;Holiday;Yes;627
15.08.2018;15;374;38;14;2000;206;172;0;0;Summer;Holiday;Yes;761
15.08.2018;16;366;39;7;2000;203;44;0;0;Summer;Holiday;Yes;877
15.08.2018;17;336;55;39;1929;233;86;0;0;Summer;Holiday;Yes;960
15.08.2018;18;328;63;23;1546;248;89;1;0;Summer;Holiday;Yes;925
15.08.2018;19;287;76;7;2000;24;11;9;0;Summer;Holiday;Yes;1301
15.08.2018;20;284;69;15;2000;221;1;0;0;Summer;Holiday;Yes;1500
15.08.2018;21;286;69;13;2000;223;0;0;0;Summer;Holiday;Yes;1507
15.08.2018;22;286;67;1;2000;218;0;0;0;Summer;Holiday;Yes;1350
15.08.2018;23;285;69;11;2000;222;0;0;0;Summer;Holiday;Yes;1008
16.08.2018;0;284;68;9;2000;219;0;0;0;Summer;No Holiday;Yes;808
16.08.2018;1;282;70;1;2000;222;0;0;0;Summer;No Holiday;Yes;535
16.08.2018;2;281;68;8;2000;216;0;0;0;Summer;No Holiday;Yes;381
16.08.2018;3;279;68;6;2000;214;0;0;0;Summer;No Holiday;Yes;252
16.08.2018;4;278;69;9;2000;215;0;0;0;Summer;No Holiday;Yes;173
16.08.2018;5;28;66;5;2000;21;0;0;0;Summer;No Holiday;Yes;263
16.08.2018;6;275;72;11;2000;219;0;0;0;Summer;No Holiday;Yes;631
16.08.2018;7;276;71;12;2000;218;14;0;0;Summer;No Holiday;Yes;1105
16.08.2018;8;282;68;13;2000;217;41;0;0;Summer;No Holiday;Yes;1660
16.08.2018;9;306;55;11;2000;205;146;0;0;Summer;No Holiday;Yes;876
16.08.2018;10;319;51;22;1939;204;204;0;0;Summer;No Holiday;Yes;612
16.08.2018;11;335;48;24;1968;209;271;0;0;Summer;No Holiday;Yes;672
16.08.2018;12;345;44;22;2000;204;319;0;0;Summer;No Holiday;Yes;668
16.08.2018;13;351;39;2;2000;19;345;0;0;Summer;No Holiday;Yes;652
16.08.2018;14;353;40;2;2000;196;317;0;0;Summer;No Holiday;Yes;638
16.08.2018;15;35;38;2;2000;185;28;0;0;Summer;No Holiday;Yes;720
16.08.2018;16;345;37;19;2000;176;236;0;0;Summer;No Holiday;Yes;902
16.08.2018;17;338;37;22;2000;17;174;0;0;Summer;No Holiday;Yes;1384
16.08.2018;18;324;40;21;2000;17;104;0;0;Summer;No Holiday;Yes;2481
16.08.2018;19;298;45;25;2000;165;36;0;0;Summer;No Holiday;Yes;2286
16.08.2018;20;279;47;19;2000;155;1;0;0;Summer;No Holiday;Yes;2114
16.08.2018;21;268;46;2;2000;142;0;0;0;Summer;No Holiday;Yes;2127
16.08.2018;22;259;45;21;2000;13;0;0;0;Summer;No Holiday;Yes;1943
16.08.2018;23;25;44;22;2000;118;0;0;0;Summer;No Holiday;Yes;1446
17.08.2018;0;241;45;2;2000;114;0;0;0;Summer;No Holiday;Yes;1109
17.08.2018;1;234;47;21;2000;114;0;0;0;Summer;No Holiday;Yes;842
17.08.2018;2;228;50;14;2000;118;0;0;0;Summer;No Holiday;Yes;572
17.08.2018;3;224;52;13;2000;12;0;0;0;Summer;No Holiday;Yes;375
17.08.2018;4;221;54;16;2000;123;0;0;0;Summer;No Holiday;Yes;276
17.08.2018;5;218;55;19;2000;123;0;0;0;Summer;No Holiday;Yes;304
17.08.2018;6;218;51;2;2000;112;0;0;0;Summer;No Holiday;Yes;719
17.08.2018;7;22;49;17;2000;107;23;0;0;Summer;No Holiday;Yes;1271
17.08.2018;8;235;44;17;1944;105;98;0;0;Summer;No Holiday;Yes;1918
17.08.2018;9;255;40;26;1990;108;17;0;0;Summer;No Holiday;Yes;1069
17.08.2018;10;27;36;22;1977;106;234;0;0;Summer;No Holiday;Yes;717
17.08.2018;11;288;33;22;1951;109;285;0;0;Summer;No Holiday;Yes;844
17.08.2018;12;303;30;19;1981;107;317;0;0;Summer;No Holiday;Yes;904
17.08.2018;13;313;30;21;2000;116;33;0;0;Summer;No Holiday;Yes;820
17.08.2018;14;327;27;2;1964;112;321;0;0;Summer;No Holiday;Yes;791
17.08.2018;15;335;26;21;2000;113;29;0;0;Summer;No Holiday;Yes;970
17.08.2018;16;337;26;15;2000;115;239;0;0;Summer;No Holiday;Yes;1112
17.08.2018;17;331;27;19;1975;115;176;0;0;Summer;No Holiday;Yes;1666
17.08.2018;18;325;28;14;2000;116;106;0;0;Summer;No Holiday;Yes;2797
17.08.2018;19;31;31;15;2000;118;34;0;0;Summer;No Holiday;Yes;2353
17.08.2018;20;284;40;17;1887;134;0;0;0;Summer;No Holiday;Yes;2130
17.08.2018;21;271;43;16;2000;134;0;0;0;Summer;No Holiday;Yes;2008
17.08.2018;22;26;45;17;2000;131;0;0;0;Summer;No Holiday;Yes;1787
17.08.2018;23;252;47;12;2000;13;0;0;0;Summer;No Holiday;Yes;1466
18.08.2018;0;245;48;12;2000;127;0;0;0;Summer;No Holiday;Yes;1191
18.08.2018;1;239;51;9;2000;131;0;0;0;Summer;No Holiday;Yes;969
18.08.2018;2;234;53;11;2000;132;0;0;0;Summer;No Holiday;Yes;698
18.08.2018;3;23;54;1;1818;131;0;0;0;Summer;No Holiday;Yes;483
18.08.2018;4;226;55;14;2000;13;0;0;0;Summer;No Holiday;Yes;316
18.08.2018;5;22;58;1;2000;133;0;0;0;Summer;No Holiday;Yes;262
18.08.2018;6;216;60;1;2000;134;0;0;0;Summer;No Holiday;Yes;397
18.08.2018;7;217;57;13;2000;128;23;0;0;Summer;No Holiday;Yes;475
18.08.2018;8;232;47;1;2000;112;93;0;0;Summer;No Holiday;Yes;754
18.08.2018;9;253;42;14;1921;114;17;0;0;Summer;No Holiday;Yes;771
18.08.2018;10;27;37;12;1962;11;232;0;0;Summer;No Holiday;Yes;769
18.08.2018;11;284;35;16;2000;114;282;0;0;Summer;No Holiday;Yes;857
18.08.2018;12;298;33;15;1936;117;314;0;0;Summer;No Holiday;Yes;952
18.08.2018;13;311;30;15;2000;114;324;0;0;Summer;No Holiday;Yes;1003
18.08.2018;14;31;31;18;1999;118;28;0;0;Summer;No Holiday;Yes;1121
18.08.2018;15;317;30;19;1943;119;223;0;0;Summer;No Holiday;Yes;1196
18.08.2018;16;318;33;21;2000;135;188;0;0;Summer;No Holiday;Yes;1398
18.08.2018;17;299;39;29;2000;144;86;0;0;Summer;No Holiday;Yes;1806
18.08.2018;18;301;37;21;2000;138;88;0;0;Summer;No Holiday;Yes;1979
18.08.2018;19;285;45;16;2000;154;23;0;0;Summer;No Holiday;Yes;2127
18.08.2018;20;276;46;12;2000;149;1;0;0;Summer;No Holiday;Yes;1965
18.08.2018;21;268;48;9;2000;148;0;0;0;Summer;No Holiday;Yes;1886
18.08.2018;22;263;48;8;2000;144;0;0;0;Summer;No Holiday;Yes;1681
18.08.2018;23;259;52;13;2000;152;0;0;0;Summer;No Holiday;Yes;1342
19.08.2018;0;253;53;24;2000;15;0;0;0;Summer;No Holiday;Yes;1100
19.08.2018;1;25;57;9;2000;158;0;0;0;Summer;No Holiday;Yes;844
19.08.2018;2;245;59;3;2000;159;0;0;0;Summer;No Holiday;Yes;611
19.08.2018;3;24;59;6;2000;154;0;0;0;Summer;No Holiday;Yes;425
19.08.2018;4;236;61;3;2000;156;0;0;0;Summer;No Holiday;Yes;264
19.08.2018;5;234;63;3;2000;159;0;0;0;Summer;No Holiday;Yes;223
19.08.2018;6;231;64;6;2000;159;0;0;0;Summer;No Holiday;Yes;260
19.08.2018;7;233;64;1;2000;16;1;0;0;Summer;No Holiday;Yes;392
19.08.2018;8;244;58;8;2000;155;45;0;0;Summer;No Holiday;Yes;592
19.08.2018;9;263;50;7;1980;15;128;0;0;Summer;No Holiday;Yes;645
19.08.2018;10;273;49;9;1968;156;117;0;0;Summer;No Holiday;Yes;732
19.08.2018;11;284;43;1;1914;146;152;0;0;Summer;No Holiday;Yes;795
19.08.2018;12;309;37;18;1858;145;298;0;0;Summer;No Holiday;Yes;926
19.08.2018;13;324;33;27;1893;14;31;0;0;Summer;No Holiday;Yes;943
19.08.2018;14;334;31;12;1962;139;273;0;0;Summer;No Holiday;Yes;972
19.08.2018;15;338;31;16;2000;143;245;0;0;Summer;No Holiday;Yes;1181
19.08.2018;16;333;32;24;2000;143;198;0;0;Summer;No Holiday;Yes;1395
19.08.2018;17;327;33;25;1994;143;118;0;0;Summer;No Holiday;Yes;1721
19.08.2018;18;323;41;19;2000;173;62;0;0;Summer;No Holiday;Yes;1928
19.08.2018;19;297;55;25;2000;196;23;0;0;Summer;No Holiday;Yes;2186
19.08.2018;20;285;58;14;2000;194;0;0;0;Summer;No Holiday;Yes;2029
19.08.2018;21;279;61;7;2000;196;0;0;0;Summer;No Holiday;Yes;1821
19.08.2018;22;277;62;6;2000;197;0;0;0;Summer;No Holiday;Yes;1546
19.08.2018;23;275;60;3;2000;19;0;0;0;Summer;No Holiday;Yes;1016
20.08.2018;0;27;62;6;2000;19;0;0;0;Summer;No Holiday;Yes;818
20.08.2018;1;266;64;2;2000;192;0;0;0;Summer;No Holiday;Yes;527
20.08.2018;2;263;65;3;2000;191;0;0;0;Summer;No Holiday;Yes;352
20.08.2018;3;261;65;6;2000;189;0;0;0;Summer;No Holiday;Yes;255
20.08.2018;4;262;65;11;1542;19;0;0;0;Summer;No Holiday;Yes;193
20.08.2018;5;257;68;8;1395;193;0;0;0;Summer;No Holiday;Yes;281
20.08.2018;6;253;67;15;1450;187;0;0;0;Summer;No Holiday;Yes;675
20.08.2018;7;254;60;14;1879;17;16;0;0;Summer;No Holiday;Yes;1285
20.08.2018;8;266;54;11;1739;165;75;0;0;Summer;No Holiday;Yes;1912
20.08.2018;9;275;54;1;1993;173;81;0;0;Summer;No Holiday;Yes;993
20.08.2018;10;293;49;2;1875;174;165;0;0;Summer;No Holiday;Yes;719
20.08.2018;11;312;45;19;1810;178;272;0;0;Summer;No Holiday;Yes;766
20.08.2018;12;317;45;25;1814;183;196;0;0;Summer;No Holiday;Yes;808
20.08.2018;13;316;46;27;1864;185;177;0;0;Summer;No Holiday;Yes;847
20.08.2018;14;321;45;28;1966;186;151;0;0;Summer;No Holiday;Yes;816
20.08.2018;15;329;45;19;1877;193;184;0;0;Summer;No Holiday;Yes;992
20.08.2018;16;323;45;28;1928;188;98;0;0;Summer;No Holiday;Yes;1253
20.08.2018;17;321;44;26;1731;183;6;0;0;Summer;No Holiday;Yes;1704
20.08.2018;18;316;47;21;1867;189;26;0;0;Summer;No Holiday;Yes;2628
20.08.2018;19;308;55;19;1170;207;6;0;0;Summer;No Holiday;Yes;2162
20.08.2018;20;298;61;34;1525;214;0;0;0;Summer;No Holiday;Yes;1999
20.08.2018;21;293;63;31;1677;215;0;0;0;Summer;No Holiday;Yes;1971
20.08.2018;22;29;63;42;1776;212;0;0;0;Summer;No Holiday;Yes;1630
20.08.2018;23;285;62;49;1882;205;0;0;0;Summer;No Holiday;Yes;1241
21.08.2018;0;283;59;37;1945;195;0;0;0;Summer;No Holiday;Yes;898
21.08.2018;1;28;61;39;1890;197;0;0;0;Summer;No Holiday;Yes;690
21.08.2018;2;276;60;43;1854;191;0;0;0;Summer;No Holiday;Yes;376
21.08.2018;3;268;62;45;1742;189;0;1;0;Summer;No Holiday;Yes;173
21.08.2018;4;253;70;69;925;194;0;4;0;Summer;No Holiday;Yes;49
21.08.2018;5;238;86;36;420;213;0;1;0;Summer;No Holiday;Yes;57
21.08.2018;6;238;89;33;882;218;0;15;0;Summer;No Holiday;Yes;73
21.08.2018;7;234;94;24;1773;223;2;2;0;Summer;No Holiday;Yes;608
21.08.2018;8;24;84;35;1975;211;47;0;0;Summer;No Holiday;Yes;1530
21.08.2018;9;244;82;3;1847;211;6;0;0;Summer;No Holiday;Yes;876
21.08.2018;10;248;82;32;1732;215;34;0;0;Summer;No Holiday;Yes;402
21.08.2018;11;247;85;23;1438;22;27;0;0;Summer;No Holiday;Yes;681
21.08.2018;12;257;74;34;1951;207;116;0;0;Summer;No Holiday;Yes;848
21.08.2018;13;271;66;26;1895;201;154;0;0;Summer;No Holiday;Yes;827
21.08.2018;14;285;58;26;1965;194;193;0;0;Summer;No Holiday;Yes;788
21.08.2018;15;295;57;2;2000;20;21;0;0;Summer;No Holiday;Yes;957
21.08.2018;16;304;53;2;1990;197;182;0;0;Summer;No Holiday;Yes;1112
21.08.2018;17;308;52;23;1953;198;149;0;0;Summer;No Holiday;Yes;1663
21.08.2018;18;303;56;17;2000;205;8;0;0;Summer;No Holiday;Yes;2830
21.08.2018;19;292;62;17;2000;211;31;0;0;Summer;No Holiday;Yes;2364
21.08.2018;20;277;69;16;1992;214;1;0;0;Summer;No Holiday;Yes;2169
21.08.2018;21;268;72;4;1985;213;0;0;0;Summer;No Holiday;Yes;2057
21.08.2018;22;261;76;12;1867;215;0;0;0;Summer;No Holiday;Yes;1828
21.08.2018;23;256;75;1;1892;208;0;0;0;Summer;No Holiday;Yes;1277
22.08.2018;0;251;79;5;1891;211;0;0;0;Summer;No Holiday;Yes;1025
22.08.2018;1;246;79;6;1884;207;0;0;0;Summer;No Holiday;Yes;782
22.08.2018;2;242;79;6;1882;203;0;0;0;Summer;No Holiday;Yes;512
22.08.2018;3;241;80;8;1920;204;0;0;0;Summer;No Holiday;Yes;346
22.08.2018;4;236;81;8;1943;201;0;0;0;Summer;No Holiday;Yes;214
22.08.2018;5;234;82;4;2000;201;0;0;0;Summer;No Holiday;Yes;289
22.08.2018;6;237;78;3;2000;196;0;0;0;Summer;No Holiday;Yes;655
22.08.2018;7;243;74;6;1999;193;1;0;0;Summer;No Holiday;Yes;1330
22.08.2018;8;257;66;9;1976;188;64;0;0;Summer;No Holiday;Yes;1990
22.08.2018;9;28;56;15;1982;183;157;0;0;Summer;No Holiday;Yes;1015
22.08.2018;10;302;52;14;1923;192;213;0;0;Summer;No Holiday;Yes;700
22.08.2018;11;321;49;16;1874;20;263;0;0;Summer;No Holiday;Yes;710
22.08.2018;12;339;45;14;1923;202;295;0;0;Summer;No Holiday;Yes;784
22.08.2018;13;353;41;21;1925;20;31;0;0;Summer;No Holiday;Yes;727
22.08.2018;14;362;36;15;1985;187;287;0;0;Summer;No Holiday;Yes;760
22.08.2018;15;368;36;1;2000;192;246;0;0;Summer;No Holiday;Yes;842
22.08.2018;16;374;35;13;2000;193;2;0;0;Summer;No Holiday;Yes;993
22.08.2018;17;364;39;12;2000;202;115;0;0;Summer;No Holiday;Yes;1495
22.08.2018;18;354;40;1;2000;197;34;0;0;Summer;No Holiday;Yes;2528
22.08.2018;19;352;41;5;2000;199;31;0;0;Summer;No Holiday;Yes;2087
22.08.2018;20;332;51;1;2000;216;2;0;0;Summer;No Holiday;Yes;1808
22.08.2018;21;331;46;27;2000;199;0;0;0;Summer;No Holiday;Yes;1807
22.08.2018;22;321;47;2;2000;193;0;0;0;Summer;No Holiday;Yes;1556
22.08.2018;23;312;50;18;2000;195;0;0;0;Summer;No Holiday;Yes;1117
23.08.2018;0;307;52;13;2000;197;0;0;0;Summer;No Holiday;Yes;908
23.08.2018;1;301;54;8;2000;197;0;0;0;Summer;No Holiday;Yes;745
23.08.2018;2;298;53;14;2000;191;0;0;0;Summer;No Holiday;Yes;492
23.08.2018;3;297;52;14;2000;187;0;0;0;Summer;No Holiday;Yes;304
23.08.2018;4;293;54;1;2000;19;0;0;0;Summer;No Holiday;Yes;168
23.08.2018;5;285;57;9;2000;191;0;1;0;Summer;No Holiday;Yes;185
23.08.2018;6;283;55;15;2000;183;0;0;0;Summer;No Holiday;Yes;492
23.08.2018;7;283;55;11;2000;183;3;0;0;Summer;No Holiday;Yes;720
23.08.2018;8;281;58;13;2000;19;14;0;0;Summer;No Holiday;Yes;1678
23.08.2018;9;293;54;15;2000;19;82;0;0;Summer;No Holiday;Yes;924
23.08.2018;10;302;52;18;2000;192;93;0;0;Summer;No Holiday;Yes;551
23.08.2018;11;299;57;17;1992;204;88;1;0;Summer;No Holiday;Yes;711
23.08.2018;12;319;49;19;2000;198;185;0;0;Summer;No Holiday;Yes;769
23.08.2018;13;31;53;19;2000;202;79;0;0;Summer;No Holiday;Yes;584
23.08.2018;14;305;59;2;2000;215;84;1;0;Summer;No Holiday;Yes;740
23.08.2018;15;32;53;21;1992;212;157;0;0;Summer;No Holiday;Yes;837
23.08.2018;16;317;56;19;2000;218;92;0;0;Summer;No Holiday;Yes;944
23.08.2018;17;308;59;22;2000;218;41;0;0;Summer;No Holiday;Yes;1249
23.08.2018;18;306;55;23;2000;205;11;0;0;Summer;No Holiday;Yes;1447
23.08.2018;19;30;59;22;1970;211;1;0;0;Summer;No Holiday;Yes;582
23.08.2018;20;292;62;21;1952;211;0;1;0;Summer;No Holiday;Yes;257
23.08.2018;21;278;72;2;2000;222;0;1;0;Summer;No Holiday;Yes;189
23.08.2018;22;266;84;17;1815;236;0;15;0;Summer;No Holiday;Yes;215
23.08.2018;23;261;84;19;1801;231;0;5;0;Summer;No Holiday;Yes;267
24.08.2018;0;257;83;2;2000;225;0;5;0;Summer;No Holiday;Yes;238
24.08.2018;1;257;80;2;2000;219;0;2;0;Summer;No Holiday;Yes;208
24.08.2018;2;254;85;2;1453;226;0;8;0;Summer;No Holiday;Yes;83
24.08.2018;3;248;87;22;1286;224;0;1;0;Summer;No Holiday;Yes;62
24.08.2018;4;245;88;2;1433;223;0;1;0;Summer;No Holiday;Yes;30
24.08.2018;5;246;88;15;1967;224;0;5;0;Summer;No Holiday;Yes;45
24.08.2018;6;249;88;11;2000;227;0;5;0;Summer;No Holiday;Yes;173
24.08.2018;7;242;88;23;2000;22;5;0;0;Summer;No Holiday;Yes;400
24.08.2018;8;244;86;17;2000;218;13;0;0;Summer;No Holiday;Yes;578
24.08.2018;9;248;85;17;2000;22;32;0;0;Summer;No Holiday;Yes;484
24.08.2018;10;26;77;22;2000;216;61;0;0;Summer;No Holiday;Yes;286
24.08.2018;11;262;76;26;1995;216;88;0;0;Summer;No Holiday;Yes;415
24.08.2018;12;258;81;32;1828;222;8;0;0;Summer;No Holiday;Yes;355
24.08.2018;13;258;78;28;2000;216;95;0;0;Summer;No Holiday;Yes;274
24.08.2018;14;244;93;29;250;231;26;15;0;Summer;No Holiday;Yes;152
24.08.2018;15;24;94;31;1188;229;41;5;0;Summer;No Holiday;Yes;405
24.08.2018;16;246;85;27;1973;219;55;0;0;Summer;No Holiday;Yes;455
24.08.2018;17;241;89;19;2000;221;58;0;0;Summer;No Holiday;Yes;403
24.08.2018;18;238;95;27;1938;229;11;15;0;Summer;No Holiday;Yes;916
24.08.2018;19;236;86;3;1275;211;4;0;0;Summer;No Holiday;Yes;948
24.08.2018;20;235;81;35;2000;20;0;0;0;Summer;No Holiday;Yes;1162
24.08.2018;21;235;79;36;2000;196;0;0;0;Summer;No Holiday;Yes;1300
24.08.2018;22;235;79;29;1860;196;0;0;0;Summer;No Holiday;Yes;1202
24.08.2018;23;234;79;27;1990;195;0;0;0;Summer;No Holiday;Yes;1084
25.08.2018;0;232;81;24;1976;197;0;0;0;Summer;No Holiday;Yes;980
25.08.2018;1;23;82;21;1922;197;0;0;0;Summer;No Holiday;Yes;886
25.08.2018;2;229;82;21;1829;196;0;0;0;Summer;No Holiday;Yes;708
25.08.2018;3;231;80;2;1849;194;0;0;0;Summer;No Holiday;Yes;456
25.08.2018;4;232;79;18;1941;193;0;0;0;Summer;No Holiday;Yes;306
25.08.2018;5;233;79;17;1592;194;0;0;0;Summer;No Holiday;Yes;232
25.08.2018;6;235;79;2;1439;196;0;0;0;Summer;No Holiday;Yes;318
25.08.2018;7;237;76;19;1281;192;8;0;0;Summer;No Holiday;Yes;490
25.08.2018;8;241;78;2;1133;20;34;0;0;Summer;No Holiday;Yes;721
25.08.2018;9;253;72;24;1220;198;108;0;0;Summer;No Holiday;Yes;808
25.08.2018;10;263;67;32;1673;196;148;0;0;Summer;No Holiday;Yes;858
25.08.2018;11;28;57;33;1827;186;271;0;0;Summer;No Holiday;Yes;916
25.08.2018;12;279;55;29;1922;18;149;0;0;Summer;No Holiday;Yes;1070
25.08.2018;13;286;54;29;1925;183;185;0;0;Summer;No Holiday;Yes;1231
25.08.2018;14;292;52;31;1735;183;268;0;0;Summer;No Holiday;Yes;1261
25.08.2018;15;281;53;45;1953;176;16;0;0;Summer;No Holiday;Yes;1516
25.08.2018;16;272;58;37;1987;182;99;0;0;Summer;No Holiday;Yes;1592
25.08.2018;17;269;60;28;2000;184;77;0;0;Summer;No Holiday;Yes;1797
25.08.2018;18;271;56;3;1987;175;87;0;0;Summer;No Holiday;Yes;2080
25.08.2018;19;258;62;33;2000;179;27;0;0;Summer;No Holiday;Yes;2043
25.08.2018;20;246;65;29;2000;175;0;0;0;Summer;No Holiday;Yes;2022
25.08.2018;21;239;71;23;2000;183;0;0;0;Summer;No Holiday;Yes;1937
25.08.2018;22;234;75;16;2000;187;0;0;0;Summer;No Holiday;Yes;1717
25.08.2018;23;229;78;14;2000;188;0;0;0;Summer;No Holiday;Yes;1357
26.08.2018;0;228;78;15;2000;187;0;0;0;Summer;No Holiday;Yes;1163
26.08.2018;1;225;80;6;2000;188;0;0;0;Summer;No Holiday;Yes;769
26.08.2018;2;221;84;6;2000;192;0;0;0;Summer;No Holiday;Yes;600
26.08.2018;3;216;85;1;1982;189;0;0;0;Summer;No Holiday;Yes;426
26.08.2018;4;212;86;5;1724;187;0;0;0;Summer;No Holiday;Yes;290
26.08.2018;5;207;88;6;1100;186;0;0;0;Summer;No Holiday;Yes;188
26.08.2018;6;204;88;6;1064;183;0;0;0;Summer;No Holiday;Yes;243
26.08.2018;7;207;85;5;1052;18;11;0;0;Summer;No Holiday;Yes;381
26.08.2018;8;221;74;1;1479;172;77;0;0;Summer;No Holiday;Yes;566
26.08.2018;9;242;64;12;1985;169;148;0;0;Summer;No Holiday;Yes;725
26.08.2018;10;263;53;16;2000;159;219;0;0;Summer;No Holiday;Yes;681
26.08.2018;11;28;46;17;1990;152;273;0;0;Summer;No Holiday;Yes;791
26.08.2018;12;289;42;2;1975;146;25;0;0;Summer;No Holiday;Yes;1070
26.08.2018;13;278;54;35;2000;176;115;0;0;Summer;No Holiday;Yes;657
26.08.2018;14;258;69;36;1309;196;56;1;0;Summer;No Holiday;Yes;417
26.08.2018;15;243;64;18;1931;17;59;0;0;Summer;No Holiday;Yes;782
26.08.2018;16;235;56;23;2000;142;5;1;0;Summer;No Holiday;Yes;1025
26.08.2018;17;235;58;12;2000;147;52;0;0;Summer;No Holiday;Yes;1399
26.08.2018;18;234;67;6;2000;169;36;0;0;Summer;No Holiday;Yes;1479
26.08.2018;19;227;69;19;2000;167;8;0;0;Summer;No Holiday;Yes;1596
26.08.2018;20;224;64;8;2000;152;0;0;0;Summer;No Holiday;Yes;1674
26.08.2018;21;225;65;11;2000;155;0;0;0;Summer;No Holiday;Yes;1276
26.08.2018;22;212;81;1;1808;178;0;13;0;Summer;No Holiday;Yes;764
26.08.2018;23;208;84;9;1078;179;0;5;0;Summer;No Holiday;Yes;348
27.08.2018;0;205;85;1;2000;178;0;0;0;Summer;No Holiday;Yes;325
27.08.2018;1;205;89;5;235;186;0;15;0;Summer;No Holiday;Yes;61
27.08.2018;2;203;97;7;315;198;0;1;0;Summer;No Holiday;Yes;44
27.08.2018;3;203;97;4;200;198;0;15;0;Summer;No Holiday;Yes;22
27.08.2018;4;205;97;1;257;20;0;35;0;Summer;No Holiday;Yes;27
27.08.2018;5;205;97;4;384;20;0;3;0;Summer;No Holiday;Yes;38
27.08.2018;6;206;98;7;626;202;0;1;0;Summer;No Holiday;Yes;47
27.08.2018;7;208;98;5;299;204;2;2;0;Summer;No Holiday;Yes;103
27.08.2018;8;213;97;13;1029;207;17;5;0;Summer;No Holiday;Yes;328
27.08.2018;9;215;97;9;1543;209;19;5;0;Summer;No Holiday;Yes;75
27.08.2018;10;217;97;1;1249;211;29;25;0;Summer;No Holiday;Yes;104
27.08.2018;11;22;96;16;602;213;36;5;0;Summer;No Holiday;Yes;148
27.08.2018;12;226;90;14;1963;208;102;1;0;Summer;No Holiday;Yes;137
27.08.2018;13;229;92;12;459;215;109;5;0;Summer;No Holiday;Yes;149
27.08.2018;14;233;89;15;1435;213;123;5;0;Summer;No Holiday;Yes;231
27.08.2018;15;244;87;15;1153;22;144;0;0;Summer;No Holiday;Yes;580
27.08.2018;16;247;85;12;1143;22;99;0;0;Summer;No Holiday;Yes;886
27.08.2018;17;249;82;9;2000;216;67;0;0;Summer;No Holiday;Yes;1356
27.08.2018;18;248;83;8;1947;217;26;0;0;Summer;No Holiday;Yes;2153
27.08.2018;19;247;83;4;2000;216;1;0;0;Summer;No Holiday;Yes;1615
27.08.2018;20;244;85;7;2000;217;1;0;0;Summer;No Holiday;Yes;1560
27.08.2018;21;239;88;8;2000;217;0;0;0;Summer;No Holiday;Yes;1762
27.08.2018;22;235;88;6;2000;213;0;0;0;Summer;No Holiday;Yes;1571
27.08.2018;23;236;87;6;2000;213;0;0;0;Summer;No Holiday;Yes;1113
28.08.2018;0;235;88;6;2000;213;0;0;0;Summer;No Holiday;Yes;870
28.08.2018;1;231;94;6;2000;22;0;0;0;Summer;No Holiday;Yes;653
28.08.2018;2;232;88;6;2000;21;0;0;0;Summer;No Holiday;Yes;482
28.08.2018;3;229;93;6;2000;217;0;0;0;Summer;No Holiday;Yes;281
28.08.2018;4;226;95;4;1919;217;0;0;0;Summer;No Holiday;Yes;200
28.08.2018;5;225;96;3;1605;218;0;0;0;Summer;No Holiday;Yes;218
28.08.2018;6;225;90;6;1149;207;0;0;0;Summer;No Holiday;Yes;581
28.08.2018;7;226;88;8;2000;205;6;0;0;Summer;No Holiday;Yes;1182
28.08.2018;8;234;83;8;1998;203;32;0;0;Summer;No Holiday;Yes;1841
28.08.2018;9;242;80;12;1708;205;57;0;0;Summer;No Holiday;Yes;865
28.08.2018;10;254;75;7;1995;206;96;0;0;Summer;No Holiday;Yes;670
28.08.2018;11;259;79;17;1900;219;9;0;0;Summer;No Holiday;Yes;411
28.08.2018;12;252;89;14;340;232;32;2;0;Summer;No Holiday;Yes;25
28.08.2018;13;246;97;5;765;24;1;95;0;Summer;No Holiday;Yes;31
28.08.2018;14;249;97;5;766;243;36;4;0;Summer;No Holiday;Yes;126
28.08.2018;15;252;96;6;1754;245;51;5;0;Summer;No Holiday;Yes;122
28.08.2018;16;25;97;7;1181;244;17;25;0;Summer;No Holiday;Yes;60
28.08.2018;17;248;96;18;564;241;14;25;0;Summer;No Holiday;Yes;39
28.08.2018;18;243;97;8;105;237;1;185;0;Summer;No Holiday;Yes;96
28.08.2018;19;239;98;8;1792;235;0;7;0;Summer;No Holiday;Yes;84
28.08.2018;20;233;97;33;183;227;0;155;0;Summer;No Holiday;Yes;10
28.08.2018;21;229;98;21;1146;225;0;295;0;Summer;No Holiday;Yes;122
28.08.2018;22;229;97;13;2000;223;0;5;0;Summer;No Holiday;Yes;64
28.08.2018;23;228;97;1;600;222;0;35;0;Summer;No Holiday;Yes;59
29.08.2018;0;227;96;3;2000;22;0;1;0;Summer;No Holiday;Yes;208
29.08.2018;1;228;97;5;2000;222;0;5;0;Summer;No Holiday;Yes;334
29.08.2018;2;242;91;36;1735;226;0;0;0;Summer;No Holiday;Yes;243
29.08.2018;3;245;87;43;1985;221;0;0;0;Summer;No Holiday;Yes;171
